Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Cooling_Capacity__BTU_Hour__d,Electrical_Power_Input__Watts__d,Combined_Energy_Efficiency_Ratio_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
MRCOOL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWUC12T115,MWUC12T115,12000.0,1120.0,15.0,No,No,https://mrcool.com/wp-content/dox_repo/EnergyGuide/mc_MWUC-12-115_Certs.pdf
Brothers,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",102087,102087,18000.0,1510.0,11.8,No,No,By annual report date
Brothers,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",102054,102054,18500.0,1720.0,10.7,No,No,By annual report date
Brothers,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",102132,102132,12000.0,1260.0,9.5,No,No,By annual report date
Breeze33,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",BZ3325WAC2,BZ3325WAC2,25000.0,2410.0,10.3,No,No,https://breeze33.com/air-conditioners/
MIDEA,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MAW08V1QWT,315241074,8000.0,690.0,15.0,No,No,https://www.midea.com/us/Air-Conditioners/Window-Air-Conditioners
TOSHIBA,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",RAC-WK1823ESCWRU,318519287,18000.0,1510.0,11.8,No,No,"https://www.toshiba-lifestyle.com/us/Air-Conditioners/Window-Air-Conditioners/18,000-BTU-Smart-Window-AC"
TOSHIBA,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",RAC-WK0812ESCWRU,311290366,8000.0,680.0,11.4,No,No,https://www.homedepot.com/p/Toshiba-8-000-BTU-115-Volt-Smart-Wi-Fi-Window-Air-Conditioner-with-Remote-and-ENERGY-STAR-in-White-RAC-WK0812ESCWR/311290366
TOSHIBA,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",RAC-WK1212ESCWRU,311290365,12000.0,1030.0,11.4,No,No,https://www.homedepot.com/p/Toshiba-12-000-BTU-115-Volt-Smart-Wi-Fi-Window-Air-Conditioner-with-Remote-and-ENERGY-STAR-in-White-RAC-WK1212ESCWR/311290365
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRA051WA1,FFRA051WA1,5000.0,450.0,11.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA051WA1_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA082WA1,FFRA082WA1,8000.0,720.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA082WA1_EG.pdf
Koldfront,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WAC10003WCO,WAC10003WCO,10000.0,830.0,12.0,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562013524/Koldfront/WAC10003WCO_Energy_Guide.pdf
Koldfront,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WAC12003WCO,WAC12003WCO,12000.0,1000.0,12.0,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562013573/Koldfront/WAC12003WCO_Energy_Guide.pdf
Koldfront,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WAC8001W,WAC8001W,8000.0,730.0,10.9,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562013440/Koldfront/WAC8001W_Energy_Guide.pdf
Koldfront,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",WTC12001W,WTC12001W,12000.0,1250.0,9.5,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562029441/Koldfront/WTC12001W_Energy_Guide.pdf
Koldfront,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",WTC12012WCO230V,WTC12012WCO230V,12000.0,1140.0,10.5,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562029485/Koldfront/WTC12012WCO230V_Energy_Guide.pdf
Koldfront,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",WTC14012WCO230V,WTC14012WCO230V,14000.0,1510.0,9.3,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562029522/Koldfront/WTC14012WCO230V_Energy_Guide.pdf
Koldfront,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WTC8002WCO,WTC8002WCO,8000.0,750.0,10.6,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562029337/Koldfront/WTC8002WCO_Energy_Guide.pdf
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ08ACH**,AJCM08ACH**,8600.0,780.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12DCH** (208),AJCM12DCH**,12200.0,1110.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ08ACH**,AJCQ08ACH**,8600.0,780.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10DCH** (208),AJCQ10DCH**,10300.0,910.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10DCH** (230),AJCQ10DCH**,10400.0,940.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12ACH**,AJCQ12ACH**,12200.0,1090.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJEQ10DCH** (230),AJEQ10DCH**,10100.0,950.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJEQ12DCH** (208),AJEQ12DCH**,11800.0,1110.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJEQ12DCH** (208),AJEM12DCH**,11800.0,1110.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJEQ08ACH**,AJEQ08ACH**,8600.0,800.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",AJCQ14DCH** (230),AJCQ14DCH**,14100.0,1400.0,9.3,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ08AWH**,AJCQ08AWH**,8600.0,790.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJEQ08AWH**,AJEQ08AWH**,8300.0,780.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12DWH** (230),AJCQ12DWH**,12100.0,1100.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12DWH** (208),AJCQ12DWH**,11900.0,1070.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",AJHQ08ACH**,AJHQ08ACH**,8300.0,790.0,9.8,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",AJHQ12DCH** (230),AJHQ12DCH**,11700.0,1140.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",AJHQ08AWH**,AJHQ08AWH**,8300.0,790.0,9.8,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",AJEQ14DWH** (208),AJEQ14DWH**,14000.0,1430.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJEQ12DWH** (230),AJEM12DWH**,12000.0,1150.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJEQ12DWH** (230),AJEQ12DWH**,12000.0,1150.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJEQ10DWH** (230),AJEQ10DWH**,10100.0,940.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",AJCQ14DWH** (230),AJCQ14DWH**,14300.0,1470.0,9.3,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12DWH** (230),AJCM12DWH**,12100.0,1100.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10DWH** (230),AJCM10DWH**,10200.0,940.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10DWH** (230),AJCQ10DWH**,10200.0,940.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10AWH**,AJCQ10AWH**,10100.0,920.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",AKEQ14DCH** (230),AKEQ14DCH**,14200.0,1430.0,9.3,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AKEQ14DCH** (208),AKEQ14DCH**,13900.0,1410.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AKEQ12DCH** (230),AKEQ12DCH**,12100.0,1180.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AKEQ12DCH** (208),AKEQ12DCH**,11600.0,1170.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AKEQ10DCH** (208),AKEQ10DCH**,9800.0,940.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",AKCQ14DCH** (230),AKCQ14DCH**,14400.0,1500.0,9.3,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",AKCQ14DCH** (208),AKCQ14DCH**,14100.0,1460.0,9.3,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AKCQ12DCH** (208),AKCQ12DCH**,12100.0,1120.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AKCQ12ACH**,AKCQ12ACH**,12000.0,1110.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AKCQ10ACH**,AKCQ10ACH**,10100.0,910.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AKCQ08ACH**,AKCQ08ACH**,8700.0,790.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(7) Without reverse cycle, without louvered sides, and 6,000 to 7,999 Btu/h",AJCQ06LCH**,AJCQ06LCH**,6400.0,560.0,11.0,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA101ZAE,FFRA101ZAE,10100.0,920.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA101ZAE_EG.pdf
